team_name,opponent_name,points_for,points_against,location,datetime,
2021-11-17-22-saint-marys-ca,Bellarmine,Saint Mary's (CA),64,73,Away,11/17/21 22:00
2021-11-19-21-gonzaga,Bellarmine,Gonzaga,50,92,Away,11/19/21 21:00
2021-11-22-20-bellarmine,Bellarmine,UCLA,62,75,Neutral,11/22/21 20:00
2021-11-23-19-bellarmine,Bellarmine,Central Michigan,76,69,Neutral,11/23/21 19:00
2021-11-30-19-west-virginia,Bellarmine,West Virginia,55,74,Away,11/30/21 19:00
2021-12-15-20-south-dakota,Bellarmine,South Dakota,64,78,Away,12/15/21 20:00
2021-12-18-14-miami-oh,Bellarmine,Miami (OH),77,68,Away,12/18/21 14:00
2021-12-21-19-bellarmine,Bellarmine,Loyola Marymount,57,71,Home,12/21/21 19:00
2022-01-08-19-bellarmine,Bellarmine,Eastern Kentucky,66,61,Home,1/8/22 19:00
2022-01-11-19-bellarmine,Bellarmine,Central Arkansas,85,63,Home,1/11/22 19:00
2022-01-15-17-lipscomb,Bellarmine,Lipscomb,77,71,Away,1/15/22 17:00
2021-11-09-19-ohio,Belmont,Ohio,80,92,Away,11/9/21 19:00
2021-11-13-17-belmont,Belmont,Evansville,81,43,Home,11/13/21 17:00
2021-11-15-19-belmont,Belmont,Furman,95,89,Home,11/15/21 19:30
2021-11-19-19-kennesaw-state,Belmont,Kennesaw State,97,78,Away,11/19/21 19:00
2021-11-22-20-louisiana-state,Belmont,Louisiana State,53,83,Away,11/22/21 20:00
2021-11-25-19-drake,Belmont,Drake,74,69,Neutral,11/25/21 19:30
2021-11-26-18-belmont,Belmont,Iona,72,65,Neutral,11/26/21 18:30
2021-11-28-16-belmont,Belmont,Dayton,61,63,Neutral,11/28/21 16:00
2021-12-02-20-belmont,Belmont,Lipscomb,94,65,Home,12/2/21 20:00
2021-12-05-15-samford,Belmont,Samford,85,73,Away,12/5/21 15:00
2021-12-07-20-saint-louis,Belmont,Saint Louis,64,59,Away,12/7/21 20:00
2021-12-15-18-belmont,Belmont,Chattanooga,76,68,Home,12/15/21 18:00
2022-01-06-20-belmont,Belmont,Southeast Missouri State,102,62,Home,1/6/22 20:20
2022-01-08-16-tennessee-martin,Belmont,Tennessee-Martin,81,55,Away,1/8/22 16:30
2022-01-13-20-belmont,Belmont,Tennessee Tech,92,77,Home,1/13/22 20:15
2022-01-15-17-belmont,Belmont,Murray State,60,82,Home,1/15/22 17:00
2021-11-09-17-south-florida,Bethune-Cookman,South Florida,54,75,Away,11/9/21 17:00
2021-11-12-19-middle-tennessee,Bethune-Cookman,Middle Tennessee,51,71,Away,11/12/21 19:00
2021-11-15-22-utah,Bethune-Cookman,Utah,55,86,Away,11/15/21 22:00
2021-11-20-12-bryant,Bethune-Cookman,Bryant,81,75,Neutral,11/20/21 12:00
2021-11-23-17-bethune-cookman,Bethune-Cookman,Liberty,51,59,Neutral,11/23/21 17:00
2021-11-28-12-seton-hall,Bethune-Cookman,Seton Hall,70,84,Away,11/28/21 12:00
2021-12-05-14-central-florida,Bethune-Cookman,Central Florida,45,81,Away,12/5/21 14:00
2021-12-09-18-north-carolina-state,Bethune-Cookman,North Carolina State,48,65,Away,12/9/21 18:30
2021-12-22-19-marist,Bethune-Cookman,Marist,45,68,Away,12/22/21 19:00
2022-01-03-19-bethune-cookman,Bethune-Cookman,Florida A&M,66,59,Home,1/3/22 19:30
2022-01-05-13-florida-international,Bethune-Cookman,Florida International,65,68,Away,1/5/22 13:00
2022-01-08-16-bethune-cookman,Bethune-Cookman,Grambling,66,68,Home,1/8/22 16:00
2022-01-10-19-bethune-cookman,Bethune-Cookman,Southern,59,69,Home,1/10/22 19:30
2022-01-15-17-mississippi-valley-state,Bethune-Cookman,Mississippi Valley State,62,60,Away,1/15/22 17:00
2021-11-09-19-binghamton,Binghamton,Cornell,69,76,Home,11/9/21 19:30
2021-11-14-13-sacred-heart,Binghamton,Sacred Heart,72,60,Away,11/14/21 13:00
2021-11-17-19-columbia,Binghamton,Columbia,77,85,Away,11/17/21 19:00
2021-11-20-12-connecticut,Binghamton,Connecticut,63,87,Away,11/20/21 12:00
2021-12-01-19-saint-josephs,Binghamton,Saint Joseph's,57,79,Away,12/1/21 19:00
2021-12-04-13-boston-university,Binghamton,Boston University,63,68,Away,12/4/21 13:00
2021-12-08-19-binghamton,Binghamton,Marist,51,64,Home,12/8/21 19:00
2022-01-02-14-binghamton,Binghamton,Massachusetts-Lowell,68,63,Home,1/2/22 14:00
2022-01-08-16-binghamton,Binghamton,NJIT,56,67,Home,1/8/22 16:00
2021-11-09-21-boise-state,Boise State,Utah Valley,76,56,Home,11/9/21 21:00
2021-11-13-21-california-irvine,Boise State,UC-Irvine,50,58,Away,11/13/21 21:00
2021-11-18-14-boise-state,Boise State,St. Bonaventure,61,67,Neutral,11/18/21 14:00
2021-11-19-12-temple,Boise State,Temple,82,62,Neutral,11/19/21 12:00
2021-11-21-13-mississippi,Boise State,Mississippi,60,50,Neutral,11/21/21 13:00
2021-11-26-21-boise-state,Boise State,Cal State Bakersfield,39,46,Home,11/26/21 21:00
2021-11-30-21-boise-state,Boise State,Saint Louis,82,86,Home,11/30/21 21:00
2021-12-03-21-boise-state,Boise State,Tulsa,63,58,Home,12/3/21 21:00
2021-12-07-22-cal-state-northridge,Boise State,Cal State Northridge,74,48,Away,12/7/21 22:00
2021-12-10-21-boise-state,Boise State,Prairie View,97,60,Home,12/10/21 21:00
2021-12-14-21-boise-state,Boise State,Santa Clara,72,60,Home,12/14/21 21:00
2021-12-22-20-washington-state,Boise State,Washington State,58,52,Away,12/22/21 20:00
2021-12-28-21-boise-state,Boise State,Fresno State,65,55,Home,12/28/21 21:00
2022-01-12-22-nevada,Boise State,Nevada,85,70,Away,1/12/22 22:30
2022-01-15-17-new-mexico,Boise State,New Mexico,71,63,Away,1/15/22 17:30
2021-11-09-20-boston-college,Boston College,Dartmouth,73,57,Home,11/9/21 20:00
2021-11-12-19-boston-college,Boston College,Holy Cross,85,55,Home,11/12/21 19:00
2021-11-14-16-boston-college,Boston College,Fairfield,72,64,Home,11/14/21 16:00
2021-11-17-18-rhode-island,Boston College,Rhode Island,49,57,Away,11/17/21 18:00
2021-11-20-17-boston-college,Boston College,Utah,61,68,Neutral,11/20/21 17:00
2021-11-21-17-rhode-island,Boston College,Rhode Island,65,71,Neutral,11/21/21 17:00
2021-11-26-14-boston-college,Boston College,Columbia,73,60,Home,11/26/21 14:00
2021-11-29-19-boston-college,Boston College,South Florida,64,49,Home,11/29/21 19:00
2021-12-03-18-boston-college,Boston College,Notre Dame,73,57,Home,12/3/21 18:00
2021-12-11-17-saint-louis,Boston College,Saint Louis,68,79,Away,12/11/21 17:00
2022-01-02-13-boston-college,Boston College,North Carolina,65,91,Home,1/2/22 13:00
2022-01-08-16-pittsburgh,Boston College,Pittsburgh,67,69,Away,1/8/22 16:00
2022-01-12-21-boston-college,Boston College,Georgia Tech,76,81,Home,1/12/22 21:00
2022-01-15-18-clemson,Boston College,Clemson,70,68,Away,1/15/22 18:30
2021-11-09-19-rhode-island,Boston University,Rhode Island,62,71,Away,11/9/21 19:00
2021-11-16-19-northeastern,Boston University,Northeastern,48,49,Away,11/16/21 19:00
2021-11-18-19-hartford,Boston University,Hartford,75,70,Away,11/18/21 19:00
2021-11-21-12-boston-university,Boston University,Northern Illinois,76,58,Neutral,11/21/21 12:00
2021-11-22-13-boston-university,Boston University,Sam Houston State,72,59,Neutral,11/22/21 13:30
2021-11-24-19-florida-state,Boston University,Florida State,80,81,Away,11/24/21 19:00
2021-11-28-13-boston-university,Boston University,Merrimack,61,60,Home,11/28/21 13:00
2021-12-01-19-george-washington,Boston University,George Washington,56,54,Away,12/1/21 19:00
2021-12-08-19-boston-university,Boston University,Massachusetts-Lowell,72,62,Home,12/8/21 19:00
2021-12-11-18-dartmouth,Boston University,Dartmouth,65,62,Away,12/11/21 18:30
2021-12-18-17-boston-university,Boston University,Marist,79,84,Home,12/18/21 17:00
2022-01-01-13-boston-university,Boston University,Bucknell,63,61,Home,1/1/22 13:00
2022-01-04-19-navy,Boston University,Navy,71,83,Away,1/4/22 19:00
2022-01-07-17-boston-university,Boston University,Loyola (MD),58,66,Home,1/7/22 17:00
2021-11-09-19-western-carolina,Bowling Green State,Western Carolina,71,79,Away,11/9/21 19:30
2021-11-15-18-ohio-state,Bowling Green State,Ohio State,58,89,Away,11/15/21 18:30
2021-11-19-17-bowling-green-state,Bowling Green State,Norfolk State,84,90,Home,11/19/21 17:30
2021-11-23-14-bowling-green-state,Bowling Green State,Milwaukee,82,68,Neutral,11/23/21 14:50
2021-11-24-13-bowling-green-state,Bowling Green State,Southern Utah,73,87,Neutral,11/24/21 13:30
2021-11-28-14-bowling-green-state,Bowling Green State,Chicago State,75,57,Home,11/28/21 14:00
2021-12-01-19-duquesne,Bowling Green State,Duquesne,78,70,Away,12/1/21 19:00
2021-12-07-19-bowling-green-state,Bowling Green State,Oakland,73,72,Home,12/7/21 19:00
2021-12-19-14-bowling-green-state,Bowling Green State,Robert Morris,100,74,Home,12/19/21 14:00
2022-01-05-19-buffalo,Bowling Green State,Buffalo,88,99,Away,1/5/22 19:00
2022-01-08-17-bowling-green-state,Bowling Green State,Miami (OH),87,83,Home,1/8/22 17:00
2022-01-11-19-ohio,Bowling Green State,Ohio,78,85,Away,1/11/22 19:00
2022-01-15-17-bowling-green-state,Bowling Green State,Toledo,78,91,Home,1/15/22 17:00
2021-11-09-21-south-dakota-state,Bradley,South Dakota State,65,81,Away,11/9/21 21:15
2021-11-13-15-bradley,Bradley,Howard,64,76,Home,11/13/21 15:00
2021-11-19-13-colorado-state,Bradley,Colorado State,60,66,Neutral,11/19/21 13:00
2021-11-20-15-brown,Bradley,Brown,62,65,Neutral,11/20/21 15:15
2021-11-22-13-duquesne,Bradley,Duquesne,70,78,Neutral,11/22/21 13:00
2021-11-27-15-bradley,Bradley,Maine,71,39,Home,11/27/21 15:00
2021-12-01-20-bradley,Bradley,Northern Iowa,71,69,Home,12/1/21 20:00
2021-12-07-19-toledo,Bradley,Toledo,65,67,Away,12/7/21 19:00
2021-12-18-15-bradley,Bradley,Saint Joseph's,77,73,Home,12/18/21 15:00
2021-12-21-19-sam-houston-state,Bradley,Sam Houston State,87,61,Neutral,12/21/21 19:00
2021-12-22-20-texas-el-paso,Bradley,Texas-El Paso,73,66,Neutral,12/22/21 20:00
2022-01-02-13-indiana-state,Bradley,Indiana State,71,76,Away,1/2/22 13:00
2022-01-05-21-bradley,Bradley,Missouri State,69,71,Home,1/5/22 21:00
2022-01-08-16-loyola-il,Bradley,Loyola (IL),71,78,Away,1/8/22 16:00
2022-01-12-20-bradley,Bradley,Evansville,79,47,Home,1/12/22 20:00
2021-11-09-22-brigham-young,Brigham Young,Cleveland State,69,59,Home,11/9/21 22:00
2021-11-12-21-brigham-young,Brigham Young,San Diego State,66,60,Home,11/12/21 21:00
2021-11-16-22-oregon,Brigham Young,Oregon,81,49,Neutral,11/16/21 22:00
2021-11-24-21-brigham-young,Brigham Young,Texas Southern,81,64,Home,11/24/21 21:00
2021-11-27-21-utah,Brigham Young,Utah,75,64,Away,11/27/21 21:30
2021-12-01-21-utah-valley,Brigham Young,Utah Valley,65,72,Away,12/1/21 21:00
2021-12-04-16-missouri-state,Brigham Young,Missouri State,74,68,Away,12/4/21 16:00
2021-12-08-21-brigham-young,Brigham Young,Utah State,82,71,Home,12/8/21 21:00
2021-12-11-12-creighton,Brigham Young,Creighton,71,83,Neutral,12/11/21 12:00
2021-12-18-20-weber-state,Brigham Young,Weber State,89,71,Away,12/18/21 20:00
2021-12-22-21-south-florida,Brigham Young,South Florida,54,39,Neutral,12/22/21 21:30
2021-12-23-22-vanderbilt,Brigham Young,Vanderbilt,67,69,Neutral,12/23/21 22:00
2021-12-25-18-brigham-young,Brigham Young,Liberty,80,75,Neutral,12/25/21 18:30
2022-01-06-21-brigham-young,Brigham Young,Pacific,73,51,Home,1/6/22 21:00
2022-01-08-22-brigham-young,Brigham Young,Saint Mary's (CA),52,43,Home,1/8/22 22:00
2022-01-13-23-gonzaga,Brigham Young,Gonzaga,84,110,Away,1/13/22 23:00
2022-01-15-23-san-francisco,Brigham Young,San Francisco,71,69,Away,1/15/22 23:00
2021-11-12-21-north-carolina,Brown,North Carolina,87,94,Away,11/12/21 21:00
2021-11-14-16-brown,Brown,Central Connecticut State,75,57,Home,11/14/21 16:00
2021-11-19-15-creighton,Brown,Creighton,57,78,Neutral,11/19/21 15:15
2021-11-22-15-colorado,Brown,Colorado,52,54,Neutral,11/22/21 15:15
2021-11-26-14-brown,Brown,Bryant,59,65,Home,11/26/21 14:00
2021-11-28-16-quinnipiac,Brown,Quinnipiac,72,61,Away,11/28/21 16:00
2021-12-01-19-massachusetts-lowell,Brown,Massachusetts-Lowell,73,63,Away,12/1/21 19:00
2021-12-05-14-brown,Brown,Sacred Heart,79,66,Home,12/5/21 14:00
2021-12-07-19-merrimack,Brown,Merrimack,76,56,Away,12/7/21 19:00
2021-12-10-19-brown,Brown,Vermont,65,70,Home,12/10/21 19:00
2021-12-27-18-syracuse,Brown,Syracuse,62,93,Away,12/27/21 18:00
2021-12-30-19-maryland,Brown,Maryland,67,81,Away,12/30/21 19:00
2022-01-02-15-pennsylvania,Brown,Pennsylvania,73,77,Away,1/2/22 15:00
2022-01-07-19-harvard,Brown,Harvard,84,73,Away,1/7/22 19:00
2022-01-08-19-dartmouth,Brown,Dartmouth,46,58,Away,1/8/22 19:00
2022-01-15-14-princeton,Brown,Princeton,74,76,Away,1/15/22 14:00
2021-11-12-18-rhode-island,Bryant,Rhode Island,64,83,Away,11/12/21 18:00
2021-11-15-19-clemson,Bryant,Clemson,70,93,Away,11/15/21 19:00
2021-11-21-12-holy-cross,Bryant,Holy Cross,78,62,Neutral,11/21/21 12:00
2021-11-28-16-bryant,Bryant,Dartmouth,61,63,Home,11/28/21 16:00
2021-12-03-20-houston,Bryant,Houston,44,111,Away,12/3/21 20:00
2021-12-05-19-cincinnati,Bryant,Cincinnati,58,73,Away,12/5/21 19:00
2021-12-08-19-bryant,Bryant,New Hampshire,76,59,Home,12/8/21 19:30
2021-12-11-18-stony-brook,Bryant,Stony Brook,78,86,Away,12/11/21 18:30
2021-12-29-19-central-connecticut-state,Bryant,Central Connecticut State,80,76,Away,12/29/21 19:00
2021-12-31-13-bryant,Bryant,Sacred Heart,85,82,Home,12/31/21 13:00
2022-01-06-19-wagner,Bryant,Wagner,81,84,Away,1/6/22 19:00
2022-01-15-13-bryant,Bryant,Mount St. Mary's,73,66,Home,1/15/22 13:00
2021-11-09-20-north-carolina-state,Bucknell,North Carolina State,70,88,Away,11/9/21 20:00
2021-11-14-14-bucknell,Bucknell,Pennsylvania,68,73,Home,11/14/21 14:00
2021-11-17-19-bucknell,Bucknell,Rider,81,74,Home,11/17/21 19:00
2021-11-20-19-illinois-state,Bucknell,Illinois State,100,105,Away,11/20/21 19:00
2021-11-23-15-mercer,Bucknell,Mercer,68,78,Neutral,11/23/21 15:00
2021-11-24-12-bucknell,Bucknell,Rider,79,85,Neutral,11/24/21 12:30
2021-11-28-14-bucknell,Bucknell,Siena,65,56,Home,11/28/21 14:00
2021-12-01-19-saint-francis-pa,Bucknell,Saint Francis (PA),67,93,Away,12/1/21 19:00
2021-12-04-14-hofstra,Bucknell,Hofstra,69,88,Away,12/4/21 14:00
2021-12-07-19-princeton,Bucknell,Princeton,69,82,Away,12/7/21 19:00
2021-12-18-14-bucknell,Bucknell,La Salle,82,70,Home,12/18/21 14:00
2021-12-22-16-richmond,Bucknell,Richmond,50,81,Away,12/22/21 16:00
2022-01-07-19-navy,Bucknell,Navy,55,73,Away,1/7/22 19:00
2022-01-10-19-loyola-md,Bucknell,Loyola (MD),67,71,Away,1/10/22 19:00
2022-01-13-19-bucknell,Bucknell,Lehigh,64,97,Home,1/13/22 19:00
2021-11-10-18-michigan,Buffalo,Michigan,76,88,Away,11/10/21 18:30
2021-11-15-20-north-texas,Buffalo,North Texas,69,66,Away,11/15/21 20:00
2021-11-20-14-buffalo,Buffalo,Rider,87,65,Home,11/20/21 14:00
2021-11-23-18-buffalo,Buffalo,Stephen F. Austin,78,79,Neutral,11/23/21 18:00
2021-11-24-18-illinois-state,Buffalo,Illinois State,106,90,Neutral,11/24/21 18:00
2021-12-04-16-st-bonaventure,Buffalo,St. Bonaventure,65,68,Away,12/4/21 16:00
2021-12-08-20-western-kentucky,Buffalo,Western Kentucky,77,67,Away,12/8/21 20:00
2021-12-18-17-canisius,Buffalo,Canisius,64,65,Away,12/18/21 17:00
2021-12-29-16-buffalo,Buffalo,Miami (OH),81,91,Home,12/29/21 16:00
2022-01-11-19-western-michigan,Buffalo,Western Michigan,78,64,Away,1/11/22 19:00
2021-11-09-18-butler,Butler,IUPUI,56,47,Home,11/9/21 18:45
2021-11-12-18-butler,Butler,Central Arkansas,85,53,Home,11/12/21 18:30
2021-11-13-20-butler,Butler,Troy,70,59,Home,11/13/21 20:00
2021-11-17-19-butler,Butler,Michigan State,52,73,Home,11/17/21 19:00
2021-11-22-16-houston,Butler,Houston,52,70,Neutral,11/22/21 16:30
2021-11-23-14-butler,Butler,Texas A&M,50,57,Neutral,11/23/21 14:30
2021-12-07-21-oklahoma,Butler,Oklahoma,66,62,Away,12/7/21 21:00
2021-12-11-16-butler,Butler,Eastern Illinois,66,54,Home,12/11/21 16:00
2021-12-18-12-purdue,Butler,Purdue,48,77,Neutral,12/18/21 12:00
2021-12-29-17-butler,Butler,DePaul,63,59,Home,12/29/21 17:00
2022-01-04-20-butler,Butler,Seton Hall,56,71,Home,1/4/22 20:00
2022-01-07-20-butler,Butler,Xavier,72,87,Home,1/7/22 20:30
2022-01-13-19-georgetown,Butler,Georgetown,72,58,Away,1/13/22 19:00
2021-11-12-17-cal-poly,Cal Poly,North Dakota State,57,60,Home,11/12/21 17:00
2021-11-15-22-cal-poly,Cal Poly,Sacramento State,57,58,Home,11/15/21 22:00
2021-11-19-21-santa-clara,Cal Poly,Santa Clara,57,87,Away,11/19/21 21:00
2021-11-22-15-nicholls-state,Cal Poly,Nicholls State,72,75,Neutral,11/22/21 15:00
2021-11-24-15-idaho,Cal Poly,Idaho,67,63,Neutral,11/24/21 15:00
2021-12-02-22-california-baptist,Cal Poly,California Baptist,55,64,Away,12/2/21 22:00
2021-12-05-16-san-diego,Cal Poly,San Diego,51,52,Away,12/5/21 16:00
2021-12-11-22-portland-state,Cal Poly,Portland State,61,58,Away,12/11/21 22:00
2021-12-13-22-portland,Cal Poly,Portland,77,78,Away,12/13/21 22:00
2021-12-17-22-fresno-state,Cal Poly,Fresno State,48,83,Away,12/17/21 22:00
2022-01-08-16-cal-state-northridge,Cal Poly,Cal State Northridge,55,68,Away,1/8/22 16:00
2022-01-13-22-cal-poly,Cal Poly,UC-Riverside,46,57,Home,1/13/22 22:00
2022-01-15-22-cal-poly,Cal Poly,UC-Davis,82,74,Home,1/15/22 22:00
2021-11-09-23-ucla,Cal State Bakersfield,UCLA,58,95,Away,11/9/21 23:00
2021-11-18-20-northern-arizona,Cal State Bakersfield,Northern Arizona,64,74,Away,11/18/21 20:00
2021-12-11-22-cal-state-bakersfield,Cal State Bakersfield,Idaho,59,58,Home,12/11/21 22:00
2021-12-18-14-colorado,Cal State Bakersfield,Colorado,46,60,Away,12/18/21 14:00
2021-12-21-17-cal-state-bakersfield,Cal State Bakersfield,Dartmouth,61,57,Home,12/21/21 17:00
2021-12-30-22-cal-state-bakersfield,Cal State Bakersfield,Cal State Fullerton,67,73,Home,12/30/21 22:00
2022-01-15-16-cal-state-bakersfield,Cal State Bakersfield,UC-Riverside,64,65,Home,1/15/22 16:00
2021-11-09-21-santa-clara,Cal State Fullerton,Santa Clara,77,84,Away,11/9/21 21:00
2021-11-11-22-san-jose-state,Cal State Fullerton,San Jose State,76,78,Away,11/11/21 22:00
2021-11-16-22-cal-state-fullerton,Cal State Fullerton,George Washington,74,59,Home,11/16/21 22:30
2021-11-19-22-san-diego,Cal State Fullerton,San Diego,57,55,Away,11/19/21 22:00
2021-11-23-20-texas-pan-american,Cal State Fullerton,Texas-Rio Grande Valley,67,72,Neutral,11/23/21 20:00
2021-11-24-20-northern-arizona,Cal State Fullerton,Northern Arizona,73,56,Away,11/24/21 20:00
2021-11-29-22-cal-state-fullerton,Cal State Fullerton,Wyoming,66,79,Home,11/29/21 22:00
2021-12-04-20-cal-state-fullerton,Cal State Fullerton,Pacific,66,57,Home,12/4/21 20:00
2021-12-08-22-san-diego-state,Cal State Fullerton,San Diego State,56,66,Away,12/8/21 22:00
2022-01-13-22-cal-state-fullerton,Cal State Fullerton,Cal State Northridge,79,64,Home,1/13/22 22:00
2022-01-15-21-cal-state-fullerton,Cal State Fullerton,UC-Santa Barbara,79,73,Home,1/15/22 21:00
2021-11-09-21-southern-california,Cal State Northridge,Southern California,49,89,Away,11/9/21 21:00
2021-11-13-12-notre-dame,Cal State Northridge,Notre Dame,52,68,Away,11/13/21 12:00
2021-11-19-17-cal-state-northridge,Cal State Northridge,Eastern Washington,64,67,Home,11/19/21 17:00
2021-11-20-15-cal-state-northridge,Cal State Northridge,Dixie State,79,73,Home,11/20/21 15:00
2021-11-28-18-san-diego,Cal State Northridge,San Diego,56,52,Away,11/28/21 18:00
2021-12-04-19-fresno-state,Cal State Northridge,Fresno State,43,61,Away,12/4/21 19:00
2021-12-10-20-north-dakota-state,Cal State Northridge,North Dakota State,54,68,Away,12/10/21 20:00
2021-12-18-22-cal-state-northridge,Cal State Northridge,Portland State,69,66,Home,12/18/21 22:00
2022-01-01-22-california-san-diego,Cal State Northridge,UC-San Diego,64,72,Away,1/1/22 22:00
2022-01-15-19-long-beach-state,Cal State Northridge,Cal State Long Beach,55,71,Away,1/15/22 19:00
2021-11-13-22-california-baptist,California Baptist,Mississippi Valley State,95,66,Home,11/13/21 22:00
2021-11-16-22-california-baptist,California Baptist,Jackson State,77,64,Home,11/16/21 22:00
2021-11-18-22-california-baptist,California Baptist,San Jose State,67,66,Home,11/18/21 22:00
2021-11-21-22-california-baptist,California Baptist,Northern Colorado,74,70,Home,11/21/21 22:00
2021-11-24-20-texas,California Baptist,Texas,44,68,Away,11/24/21 20:30
2021-12-07-22-california-baptist,California Baptist,North Dakota,89,71,Home,12/7/21 22:00
2021-12-12-19-california-riverside,California Baptist,UC-Riverside,54,70,Away,12/12/21 19:00
2021-12-21-22-california-baptist,California Baptist,Southeast Missouri State,84,68,Home,12/21/21 22:00
2022-01-08-13-chicago-state,California Baptist,Chicago State,56,58,Away,1/8/22 13:00
2022-01-12-22-california-baptist,California Baptist,Dixie State,76,79,Home,1/12/22 22:00
2022-01-15-22-california-baptist,California Baptist,Utah Valley,75,73,Home,1/15/22 22:00
2021-11-09-21-utah-state,UC-Davis,Utah State,72,69,Away,11/9/21 21:30
2021-11-12-17-california-davis,UC-Davis,Eastern Washington,84,76,Home,11/12/21 17:00
2021-11-17-22-pepperdine,UC-Davis,Pepperdine,67,72,Away,11/17/21 22:00
2021-11-23-22-california-davis,UC-Davis,Sacramento State,63,75,Neutral,11/23/21 22:30
2021-12-01-21-california-davis,UC-Davis,Pacific,63,57,Home,12/1/21 21:00
2021-12-14-22-oregon-state,UC-Davis,Oregon State,71,64,Away,12/14/21 22:00
2021-12-19-15-pacific,UC-Davis,Pacific,77,67,Away,12/19/21 15:00
2021-12-22-17-california-davis,UC-Davis,Portland,60,65,Home,12/22/21 17:00
2022-01-08-20-california-davis,UC-Davis,UC-San Diego,78,71,Home,1/8/22 20:00
2021-11-09-21-new-mexico-state,UC-Irvine,New Mexico State,51,62,Away,11/9/21 21:00
2021-11-20-21-california-irvine,UC-Irvine,Pepperdine,82,48,Home,11/20/21 21:00
2021-11-27-19-santa-clara,UC-Irvine,Santa Clara,69,64,Away,11/27/21 19:30
2021-12-11-19-fresno-state,UC-Irvine,Fresno State,55,63,Away,12/11/21 19:00
2021-12-15-21-southern-california,UC-Irvine,Southern California,61,66,Away,12/15/21 21:00
2021-12-19-13-duquesne,UC-Irvine,Duquesne,54,76,Neutral,12/19/21 13:00
2022-01-08-20-california-riverside,UC-Irvine,UC-Riverside,68,51,Away,1/8/22 20:00
2022-01-13-23-hawaii,UC-Irvine,Hawaii,56,72,Away,1/13/22 23:59
